,index_new,atel_num,Sentence,label,process
75,75,11577.0,"At an RA and Dec of 12:25:44.43, +12:39:44.5, SPIRITS17pc is located 33.2 arcsec from the center of NGC 4388 (z=0.008419, d=18 Mpc, m-M=31.3 mag, from the NASA/IPAC Extragalactic Database; NED), a prominent member of the Virgo Cluster and known Seyfert 2 galaxy.",1.0,ra dec spirit pc locat arcsec center ngc z mpc mag nasa ipac extragalact databas ned promin member virgo cluster known seyfert galaxi
76,76,11579.0,"At an RA and Dec of 03:33:38.85, -36:08:09.4, SPIRITS17qm is located 33.5 arcsec from the center of NGC 1365 (z=0.005457, d=18 Mpc, m-M=31.3 mag, from the NASA/IPAC Extragalactic Database; NED).",1.0,ra dec spirit qm locat arcsec center ngc z mpc mag nasa ipac extragalact databas ned 
77,77,11580.0,"The X-ray position found using the enhanced XRT position (Goad et al.2007, Evans et al.2009) is RA-2000 = 23 36 34.1, Dec-2000 = -41 15 21.4 with an uncertainty of 3.0"".",1.0,x ray posit found use enhanc xrt posit goad et al evan et al ra dec uncertainti 
78,78,11583.0,"As part of our young stellar object (YSO) sub-mm monthly monitoring programme, the JCMT Transient Survey (Herczeg et al.2017 ApJ, 849, 43; Johnstone et al.2018 ApJ, 854, 31), we have uncovered a steady sixteen-month decline in the 850 micron peak brightness of YSO HOPS 358 (R.A. 05:46:07.2, Dec. -00:13:30.9) in NGC 2068 (d=388 pc).",1.0,part young stellar object yso sub mm monthli monitor programm jcmt transient survey herczeg et al apj johnston et al apj uncov steadi sixteen month declin micron peak bright yso hop ra dec ngc pc 
79,79,11584.0,"J0318+0253 has a precise position of RA(J2000)=03:18:15.54, Dec(J2000)=+02:53:01.5, a period of 5.19 milliseconds, a dispersion measure of 26 pc cm^-3 that corresponds to a distance of about 1.3 kpc based on Yao et al.(2016), and no detectable acceleration.",1.0,j precis posit ra jtwothousand dec jtwothousand period millisecond dispers measur pc cm correspond distanc kpc base yao et al detect acceler
80,80,11594.0,"We obtained new photometric observations of TCP J04432130+4721280 (V392 Per, ATel #11588, #11590), R.A = 04:43:21.38, Dec = +47:21:25.9, on 2018-04-30.80 UT.",1.0,obtain new photometr observ tcp j v per atel ra dec ut
81,81,11599.0,"Variables MASTER OT J005402.48+471051.7 discovery - PSN in 5.7""W,8.7""S of PGC003178 MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 00h 54m 02.48s +47d 10m 51.7s on 2018-05-03.00226 UT.",1.0,variabl master ot j discoveri psn w pgc master kislovodsk auto detect system discov ot sourc ra dec h ut
82,82,11600.0,"DLT18v is located at RA: 13:51:20.085 DEC: -48:01:28.86, ~2.5 arcmin from the potential host galaxy ESO 221- G 013.",1.0,dlt v locat ra dec arcmin potenti host galaxi eso g 
83,83,11602.0,"Supernovae, Transient, Variables MASTER OT J033354.90+680653.8 discovery - PSN in irregular PGC13188 MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 03h 33m 54.90s +68d 06m 53.8s on 2018-04-21.89509 UT.",1.0,supernova transient variabl master ot j discoveri psn irregular pgc master kislovodsk auto detect system discov ot sourc ra dec h ut
84,84,11604.0,"Transient, Variables MASTER OT J031957.28+771122.8 discovery - new OT, preliminary dwarf nova outburst, ampl>6m MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 03h 19m 57.28s +77d 11m 22.8s on 2018-04-29.83595 UT during Fermi trigger inspection (but this OT is not connected with GRB).",1.0,transient variabl master ot j discoveri new ot preliminari dwarf nova outburst ampl master kislovodsk auto detect system discov ot sourc ra dec h ut fermi trigger inspect ot connect grb 
85,85,11606.0,"Follow-up observations started less than 7 hours after the event, on 2018-03-09 at 09:34:51 UTC, pointing at the reported position centered at RA = 21:24:43.8, Dec = -33:58:44.5 (J2000), close to PSR J2124-3358.",1.0,follow observ start less hour event utc point report posit center ra dec jtwothousand close psr j 
86,86,11609.0,"We detect an unresolved point source at the fitted position RA 18:20:21.9, Dec. +07:11:07, after initial first-order corrections for potential systematics in the astrometry.",1.0,detect unresolv point sourc fit posit ra dec initi first order correct potenti systemat astrometri
87,87,11609.0,"MAXI J1820+070 is clearly detected as an unresolved source in the image at RA 18:20:22, Dec. +07:11:11 (the synthesised beam major and minor axes are 60"" and 30"", respectively, with a beam position angle of 10.2 deg), with a flux density of 50 +/- 2 mJy determined using the CASA task IMFIT.",1.0,maxi j clearli detect unresolv sourc imag ra dec synthesis beam major minor axe respect beam posit angl deg flux densiti mji determin use casa task imfit
88,88,11610.0,"Its J2000 coordinates are RA = 06:26:20.76, Dec = -69:45:46.30, implying that it is likely in the LMC.</br> We obtained spectroscopic observations of ASAS-SN 18jj with the Goodman spectrograph on the 4-m SOAR telescope on 2018 May 5.0 UT, with a low-resolution spectrum (R~1200) covering 3850--7850 A.",1.0,jtwothousand coordin ra dec impli like lmc br obtain spectroscop observ asa sn jj goodman spectrograph soar telescop may ut low resolut spectrum r cover
89,89,11612.0,"Date | Source | Disc Mag | z | Type | Phase | Notes Gaia18bbr | SN2018bdh | 10:52:38.31 | +22:13:43.5 | 20180428 | Gaia | 18.81 | 0.079 | Ia | +3d | (1) | SN2018baf | 13:17:01.57 | -02:16:36.8 | 20180423 | CRTS | 19.80 | 0.12 | Ia | at max | ATLAS18ntu | SN2018bbs | 13:34:04.69 | -20:53:14.4 | 20180417 | ATLAS | 19.13 | 0.043 | Ia | +20d | (2) ATLAS18nts | SN2018bbr | 14:03:19.86 | -22:33:07.1 | 20180421 | ATLAS | 19.96 | 0.021 | II | +6d | (3) Gaia18baf | SN2018bak | 10:24:48.04 | -02:30:35.6 | 20180412 | Gaia | 18.98 | 0.088 | Ia | +13d | (4) ATLAS18mrg | AT2018bbw | 13:03:14.72 | +07:48:08.0 | 20180110 | ATLAS | 18.35 | 0.010 | - | - | (5) (1) Best SNID match is to SN Ia, SN 1992A at +3d.",1.0,date sourc disc mag z type phase note gaia bbr sn bdh gaia ia sn baf crt ia max atla ntu sn bb atla ia atla nt sn bbr atla ii gaia baf sn bak gaia ia atla mrg bbw atla best snid match sn ia sn
90,90,11614.0,"As part of our young stellar object (YSO) sub-mm monthly monitoring programme, the JCMT-Transient Survey (Herczeg et al.2017 ApJ, 849, 43; Johnstone et al.2018 ApJ, 854, 31), we are using SCUBA2 to monitor the 850 micron peak brightness of the YSO EC 53 (R.A. 18:29:51.2, Dec. +01:16:39.5) in Serpens Main (d=436 pc).",1.0,part young stellar object yso sub mm monthli monitor programm jcmt transient survey herczeg et al apj johnston et al apj use scuba monitor micron peak bright yso ec ra dec serpen main pc 
91,91,11620.0,"Transient, Variables MASTER OT J170147.31+054540.1 detection - outburst with ampl>3.1m MASTER-OAFA auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"",Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 17h 01m 47.31s +05d 45m 40.1s on 2018-05-06.23063 UT.",1.0,transient variabl master ot j detect outburst ampl master oafa auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
92,92,11620.0,"MASTER-Amur auto-detection system discovered OT source at (RA, Dec) = 01h 34m 13.80s +64d 59m 40.0s on 2018-04-29.72919 UT.",1.0,master amur auto detect system discov ot sourc ra dec h ut
93,93,12341.0,"It was also detected by Gaia <a href="" ""> (Gaia18cms)</a> and ATLAS (ATLAS18ucc), see <a href="" "">TNS</a>.<br /><br /> We report here the SN position, based on the INT images, calibrated using the Gaia DR2 catalog: RA (J2000) = 21:09:36.776, Dec (J2000) = +33:28:59.57.",1.0,also detect gaia href gaia cm atla atla ucc see href tn br br report sn posit base int imag calibr use gaia dr catalog ra jtwothousand dec jtwothousand 
94,94,12341.0,"<br /><br /> The INT Wide Field Camera magnitudes of SN 2018fcg, calibrated using Pan-STARRS1 are: <br /><br /> g = 21.33 +/- 0.02 (2018 Oct 12.917), exposure time = 300 seconds <br /> r = 20.38 +/- 0.02 (2018 Oct 12.912), exposure time = 300 seconds <br /> i = 19.89 +/- 0.02 (2018 Oct 12.921), exposure time = 300 seconds<br /><br /> These magnitudes are not corrected for the contribution of the host galaxy.<br /><br /> The host galaxy is detected in the g, r, i and z bands of Pan-STARRS1 DR1 (PS1) <a href="" "">(PS1 cutouts (30"" x 30"")</a><br /><br /> PS1 J2000 position of the host galaxy: RA (J2000) = 21:09:36.778, Dec (J2000) = +33:28:59.58.",1.0,br br int wide field camera magnitud sn fcg calibr use pan starr br br g oct exposur time second br r oct exposur time second br oct exposur time second br br magnitud correct contribut host galaxi br br host galaxi detect g r z band pan starr dr ps href ps cutout x br br ps jtwothousand posit host galaxi ra jtwothousand dec jtwothousand 
95,95,12338.0,"MASTER-OAFA auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 06h 09m 25.17s -47d 32m 48.6s on 2018-12-29.34613 UT.",1.0,master oafa auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
96,96,12335.0,"The most likely position is RA = 06:09:54.5, DEC = -45:59:00, J2000, Galactic: Gl = 253.3915 deg, Gb = -26.0633 deg.",1.0,like posit ra dec jtwothousand galact gl deg gb deg
97,97,12331.0,"This supernova was discovered on 2018/08/13.491 and reported to <a href="" "">TNS</a> by J.Tonry et al.It was classified as SN Type SLSN-I at a redshift of z=0.142 by M. Gromadzki et al.(ATel #12042).<br /><br /> We report here the SN position, based on the INT images, calibrated using the Gaia DR2 catalog: RA (J2000) = 20:54:37.148, Dec (J2000) = +22:04:51.77.",1.0,supernova discov report href tn jtonri et alit classifi sn type slsn redshift z gromadzki et al atel br br report sn posit base int imag calibr use gaia dr catalog ra jtwothousand dec jtwothousand 
98,98,12331.0,"<br /><br /> The INT Wide Field Camera magnitudes of SN 2018ffs, calibrated using PanSTARRS-1 are: <br /><br /> g = 19.49 +/- 0.01 (2018 Oct 12.898), exposure time = 180 seconds <br /> r = 18.88 +/- 0.01 (2018 Oct 12.901), exposure time = 180 seconds <br /> i = 18.64 +/- 0.01 (2018 Oct 12.894), exposure time = 180 seconds<br /><br /> The host galaxy is detected on the INT WFC images and also in all the bands of Pan-STARRS1 DR1 <a href="" "">(PS1 cutouts)</a><br /><br /> PS1 J2000 position of the host galaxy: RA (J2000) = 20:54:37.173, Dec (J2000) = +22:04:53.23.",1.0,br br int wide field camera magnitud sn ff calibr use panstarr br br g oct exposur time second br r oct exposur time second br oct exposur time second br br host galaxi detect int wfc imag also band pan starr dr href ps cutout br br ps jtwothousand posit host galaxi ra jtwothousand dec jtwothousand 
99,99,12325.0,"ASASSN-18ro (a.k.a., SN 2018evt, RA: 13:46:39.21 Dec: -09:38:35.75 ) was discovered by All-Sky Automated Survey for Supernovae (ASAS-SN; Shappee et al.2014; Atel #11963) on UT 2018-08-11.00 at V ~ 16.5 mag (absolute magnitude M_V ~ -18.8 mag) in the host galaxy MCG -01-35-011 (z = 0.024971; A_V = 0.15 mag for Galactic extinction via NED).",1.0,asassn ro aka sn evt ra dec discov sky autom survey supernova asa sn shappe et al atel ut v mag absolut magnitud v mag host galaxi mcg z v mag galact extinct via ned 
100,100,12320.0,"Assuming that the source flux was constant over each scan transit at 04:33 and 06:06, we obtain the source position at (R.A., Dec) = (247.770 deg, -47.920 deg) = (16 31 04, -47 55 12) (J2000) with a statistical 90% C.L.",1.0,assum sourc flux constant scan transit obtain sourc posit ra dec deg deg jtwothousand statist cl
101,101,12319.0,"We have previous outburst on 2017-04-11 23:19:40.522UT (and 23:31:03.619UT, 23:43:42.244UT) with m_OT=18.0 (MASTER-SAAO) There is GSC2.3.2 optical source with known only blue jmag=21.29; it means rmag=22m limit in history and more then 4.1m of current outburst amplitude (MASTER W=0.2B+0.8R calibrated by thousands USNO-B1 field stars at every 4 square degrees image).",0.0,previou outburst ut ut ut ot master saao gsc  optic sourc known blue jmag mean rmag limit histori current outburst amplitud master w b r calibr thousand usno b field star everi squar degre imag 
102,102,12318.0,"Variables MASTER OT J152618.28+085709.2 discovery - PSN in 9W 12S of PGC1356939 MASTER-Kislovodsk auto-detection sD.ystem discovered OT source at (RA, Dec) = 15h 26m 18.28s +08d 57m 09.2s on 2018-12-21.08196 UT.",1.0,variabl master ot j discoveri psn w pgc master kislovodsk auto detect sdystem discov ot sourc ra dec h ut
103,103,12313.0,"<br /> <br /> The SN position based on the INT images, calibrated using the Gaia DR2 catalog is RA (J2000) = 01:25:52.042, Dec (J2000) = -01:22:01.6.7 The INT Wide Field Camera magnitudes of SN 2018ctv, calibrated using <a href="" "">Pan-STARRS1</a> are: <br /> <br /> <strong>INT - Wide Field Camera:</strong> <br /> g=21.17 +/- 0.06 (2018 Oct 13.114) - (Exp.",1.0,br br sn posit base int imag calibr use gaia dr catalog ra jtwothousand dec jtwothousand  int wide field camera magnitud sn ctv calibr use href pan starr br br strong int wide field camera strong br g oct exp
104,104,12309.0,"RA(J2000) = 00:43:32.476, Dec. (J2000) = +41:07:12.60.",1.0,ra jtwothousand dec jtwothousand 
105,105,12307.0,"MASTER OT J003944.84+403535.5 discovery - possible Nova in Andromeda MASTER-Tavrida auto-detection system discovered OT source at (RA, Dec) = 00h 39m 44.84s +40d 35m 35.5s on 2018-12-17.65974 UT.",1.0,master ot j discoveri possibl nova andromeda master tavrida auto detect system discov ot sourc ra dec h ut
106,106,12306.0,"MASTER OT J073051.19-191608.9 detection - dwarf nova outburst, ampl>4.3m ASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 13h 08m 43.37s -36d 40m 22.1s on 2018-12-17.28001 UT.",1.0,master ot j detect dwarf nova outburst ampl aster oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
107,107,12306.0,"We have reference images without OT on 2017-08-03 01:16:11 UT with 19.5 unfiltered magnitude limit, on 2017-04-20 20:30:47UT with mlim=21.0 (MASTER-SAAO), the nearest in time on 2018-09-03 23:34:54UT with mlim=18.6 .",0.0,refer imag without ot ut unfilt magnitud limit ut mlim master saao nearest time ut mlim 
108,108,12306.0,"The discovery and reference images are available at:   MASTER OT J073051.19-191608.9 detection - dwarf nova outburst with ampl>4mag MASTER-OAFA auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 07h 30m 51.19s -19d 16m 08.9s on 2018-12-16.10727 UT.",1.0,discoveri refer imag avail master ot j detect dwarf nova outburst ampl mag master oafa auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
109,109,12302.0,"Mag Offset from Host ("") ASASSN-18abr 06:18:39.283 -54:28:14.31 2018-12-14.12 17.1 -17.2 0.41 Obs.",1.0,mag offset host asassn abr ob
110,110,12298.0,We report our last photometric measurement of the blazar S5 0716+714 (RA: 7 21 53.45 Dec: 71 20 36.36 J2000.0) obtained about two hours ago (Dec 14.72): the source reached the R-band optical magnitude R=12.77(0.01).,1.0,report last photometr measur blazar ra dec jtwothousand obtain two hour ago dec sourc reach r band optic magnitud r 
